region,city,city_region,latitude,longitude,lat_lon_hdbscan_cluster_05_03,lat_lon_hdbscan_cluster_10_03,lat_lon_hdbscan_cluster_20_03,region_id,city_region_id
Башкортостан,Верхние Киги,Верхние Киги Башкортостан,55.4120248,58.5983581,-1,-1,-1,1,295
Оренбургская область,Нежинка,Нежинка Оренбургская область,51.7668517,55.362449,49,27,15,14,993
Белгородская область,Стрелецкое,Стрелецкое Белгородская область,50.630278,36.483333,35,20,10,2,1507
Омская область,Крутинка,Крутинка Омская область,56.0058358,71.5005566,-1,-1,-1,13,790
Оренбургская область,Новосергиевка,Новосергиевка Оренбургская область,52.0941166,53.6392257,-1,-1,-1,14,1091
Татарстан,Старое Дрожжаное,Старое Дрожжаное Татарстан,54.7262627,47.5574735,-1,-1,-1,21,1489
Кемеровская область,Яшкино,Яшкино Кемеровская область,55.8672657,85.4135688,-1,11,7,8,1822
Калининградская область,Полесск,Полесск Калининградская область,54.86145579999999,21.1021296,0,0,0,7,1262
Красноярский край,Краснокаменск,Краснокаменск Красноярский край,54.3141155,93.21872929999999,11,7,-1,10,757
Алтайский край,Шелаболиха,Шелаболиха Алтайский край,53.4066765,82.6293575,-1,-1,8,0,1765
Нижегородская область,Большое Козино,Большое Козино Нижегородская область,56.4043603,43.7134852,3,2,1,11,222
Пермский край,Култаево,Култаево Пермский край,57.89781869999999,55.9372191,43,23,12,15,810
Татарстан,Рыбная Слобода,Рыбная Слобода Татарстан,55.4602073,50.1454514,47,26,14,21,1358
Челябинская область,Варна,Варна Челябинская область,53.3828031,60.97963209999999,20,-1,-1,26,271
Волгоградская область,Береславка,Береславка Волгоградская область,48.6205943,44.0491785,31,17,-1,4,170
Челябинская область,Уйское,Уйское Челябинская область,54.3749589,60.00691109999999,-1,-1,-1,26,1640
Краснодарский край,Ивановская,Ивановская Краснодарский край,45.2818213,38.4490786,46,-1,9,9,555
Волгоградская область,Средняя Ахтуба,Средняя Ахтуба Волгоградская область,48.7142869,44.8610692,31,17,-1,4,1474
Краснодарский край,Калужская,Калужская Краснодарский край,44.7611387,38.9793718,46,41,9,9,621
Алтайский край,Первомайское,Первомайское Алтайский край,53.722109,84.009365,26,13,8,0,1203
Алтайский край,Ключи,Ключи Алтайский край,52.2530612,79.1635381,19,-1,-1,0,692
Самарская область,Октябрьск,Октябрьск Самарская область,53.18353339999999,48.7690418,57,35,19,17,1139
Ростовская область,Лихой,Лихой Ростовская область,48.1267538,40.20880349999999,46,40,9,16,869
Иркутская область,Михайловка,Михайловка Иркутская область,52.959139,103.279373,4,3,2,6,953
Нижегородская область,Шатки,Шатки Нижегородская область,55.1860004,44.1197993,3,2,1,11,1759
Ростовская область,Большая Мартыновка,Большая Мартыновка Ростовская область,47.273098,41.66719399999999,-1,-1,9,16,210
Омская область,Русская Поляна,Русская Поляна Омская область,53.778695,73.8784471,12,8,5,13,1354
Ханты-Мансийский АО,Новоаганск,Новоаганск Ханты-Мансийский АО,61.9431337,76.6623635,7,5,3,25,1042
Башкортостан,Бураево,Бураево Башкортостан,55.8487604,55.40569470000001,-1,-1,-1,1,255
Саратовская область,Аркадак,Аркадак Саратовская область,51.9348861,43.5027751,-1,-1,-1,18,70
Ростовская область,Кривянская,Кривянская Ростовская область,47.3927094,40.1739866,46,40,9,16,785
Свердловская область,Верхотурье,Верхотурье Свердловская область,58.86415909999999,60.7533086,18,10,-1,19,308
Владимирская область,Андреево,Андреево Владимирская область,55.94200110000001,41.1500738,3,2,1,3,57
Калининградская область,Ладушкин,Ладушкин Калининградская область,54.5728766,20.1764433,0,0,0,7,841
Краснодарский край,Стародеревянковская,Стародеревянковская Краснодарский край,46.1327339,38.9644692,46,41,9,9,1486
Алтайский край,Белоярск,Белоярск Алтайский край,53.459444,83.89138899999999,26,13,8,0,152
Омская область,Называевск,Называевск Омская область,55.5678779,71.3524589,12,8,5,13,987
Воронежская область,Грибановский,Грибановский Воронежская область,51.44382479999999,41.9604082,36,-1,11,5,410
Иркутская область,Кутулик,Кутулик Иркутская область,53.3493259,102.7860751,4,3,2,6,830
Краснодарский край,Старомышастовская,Старомышастовская Краснодарский край,45.3394939,39.0743226,46,41,9,9,1493
Алтайский край,Краснощеково,Краснощеково Алтайский край,51.66613719999999,82.75692699999999,-1,-1,-1,0,771
Ростовская область,Рассвет,Рассвет Ростовская область,47.3570501,39.8768989,46,40,9,16,1323
Красноярский край,Курагино,Курагино Красноярский край,53.89709509999999,92.68121239999999,11,7,-1,10,818
Кемеровская область,Тисуль,Тисуль Кемеровская область,55.762923,88.3101532,14,9,6,8,1580
Кемеровская область,Грамотеино,Грамотеино Кемеровская область,54.519499,86.358927,25,11,7,8,403
Белгородская область,Пролетарский,Пролетарский Белгородская область,50.7890248,35.77483,35,20,10,2,1299
Нижегородская область,Арья,Арья Нижегородская область,57.4873747,45.9757925,3,2,1,11,84
Алтайский край,Змеиногорск,Змеиногорск Алтайский край,51.15483469999999,82.1929542,-1,-1,-1,0,546
Свердловская область,Верхняя Салда,Верхняя Салда Свердловская область,58.04110919999999,60.5592467,-1,-1,21,19,303
Краснодарский край,Трудобеликовский,Трудобеликовский Краснодарский край,45.2652481,38.1479791,46,41,9,9,1604
Иркутская область,Новая Игирма,Новая Игирма Иркутская область,57.1355803,103.9325393,2,1,-1,6,1036
Волгоградская область,Приморск,Приморск Волгоградская область,49.2680248,45.0321868,31,17,-1,4,1291
Кемеровская область,Новый Городок,Новый Городок Кемеровская область,54.3038941,86.3047505,25,11,7,8,1112
Белгородская область,Уразово,Уразово Белгородская область,50.0860607,38.0456662,37,21,11,2,1647
Ставропольский край,Грачевка,Грачевка Ставропольский край,45.2030561,42.40188670000001,46,43,9,20,405
Татарстан,Кукмор,Кукмор Татарстан,56.18864319999999,50.89633610000001,-1,-1,-1,21,806
Свердловская область,Николо-Павловское,Николо-Павловское Свердловская область,57.7842303,60.05776940000001,60,37,21,19,1031
Удмуртия,Сюмси,Сюмси Удмуртия,57.10251,51.6082227,-1,-1,-1,24,1534
Красноярский край,Агинское,Агинское Красноярский край,55.2552487,94.8909467,-1,9,6,10,9
Краснодарский край,Кабардинка,Кабардинка Краснодарский край,44.6488775,37.9401099,46,41,9,9,599
Иркутская область,Усть-Уда,Усть-Уда Иркутская область,54.17157,103.027249,4,3,2,6,1673
Белгородская область,Ивня,Ивня Белгородская область,51.0587923,36.1359937,35,20,10,2,559
Татарстан,Осиново,Осиново Татарстан,55.8813687,48.8816694,47,26,14,21,1171
Татарстан,Мамадыш,Мамадыш Татарстан,55.7121866,51.3964842,-1,-1,-1,21,903
Волгоградская область,Дубовка,Дубовка Волгоградская область,49.0518384,44.8206815,31,17,-1,4,465
Красноярский край,Большая Мурта,Большая Мурта Красноярский край,56.9103358,93.1214969,-1,9,6,10,211
Новосибирская область,Криводановка,Криводановка Новосибирская область,55.0868852,82.6436105,27,14,8,12,784
Волгоградская область,Ерзовка,Ерзовка Волгоградская область,48.930935,44.636009,31,17,-1,4,493
Владимирская область,Красная Горбатка,Красная Горбатка Владимирская область,55.86917210000001,41.7573172,3,2,1,3,737
Владимирская область,Балакирево,Балакирево Владимирская область,56.50371999999999,38.8375707,3,2,1,3,116
Иркутская область,Оек,Оек Иркутская область,52.5952117,104.4693041,4,3,2,6,1133
Удмуртия,Вавож,Вавож Удмуртия,56.7780157,51.9234687,55,33,18,24,266
Иркутская область,Белореченский,Белореченский Иркутская область,52.8068198,103.5253922,4,3,2,6,151
Самарская область,Приволжье,Приволжье Самарская область,52.8509751,48.59014190000001,57,35,19,17,1283
Ростовская область,Кашары,Кашары Ростовская область,49.0371038,41.0124889,-1,-1,-1,16,663
Новосибирская область,Мошково,Мошково Новосибирская область,55.3081425,83.6138868,27,14,8,12,969
Тульская область,Дубовка,Дубовка Тульская область,53.9175419,38.1451244,9,6,4,22,466
Красноярский край,Абан,Абан Красноярский край,56.6773409,96.0790961,-1,9,6,10,0
Краснодарский край,Южный,Южный Краснодарский край,45.1529765,39.0181031,46,41,9,9,1792
Самарская область,Хрящевка,Хрящевка Самарская область,53.8168303,49.0891636,-1,-1,19,17,1699
Ярославская область,Новый Некоуз,Новый Некоуз Ярославская область,57.9054081,38.0598668,3,2,1,27,1114
Свердловская область,Волчанск,Волчанск Свердловская область,59.9302139,60.08621059999999,18,10,-1,19,334
Пермский край,Звездный,Звездный Пермский край,57.734444,56.3125,43,23,12,15,531
Омская область,Одесское,Одесское Омская область,54.2084536,72.9614362,12,8,5,13,1131
Нижегородская область,Ветлуга,Ветлуга Нижегородская область,57.8567021,45.7774009,3,2,1,11,311
Самарская область,Осинки,Осинки Самарская область,52.84721469999999,49.5097251,-1,-1,19,17,1169
Алтайский край,Усть-Чарышская Пристань,Усть-Чарышская Пристань Алтайский край,52.40087500000001,83.656612,-1,-1,8,0,1674
Ставропольский край,Новоселицкое,Новоселицкое Ставропольский край,44.7476343,43.4364368,46,-1,9,20,1088
Башкортостан,Авдон,Авдон Башкортостан,54.6735852,55.7134053,50,28,16,1,6
Калининградская область,Мамоново,Мамоново Калининградская область,54.46581519999999,19.9348453,0,0,0,7,904
Башкортостан,Кандры,Кандры Башкортостан,54.55484089999999,54.1070453,56,34,18,1,638
Челябинская область,Полетаево,Полетаево Челябинская область,55.0308842,61.11405549999999,61,30,20,26,1263
Кемеровская область,Салаир,Салаир Кемеровская область,54.2357698,85.8098785,-1,11,7,8,1367
Башкортостан,Межгорье,Межгорье Башкортостан,54.05,57.816667,-1,-1,-1,1,925
Самарская область,Кошки,Кошки Самарская область,54.20802,50.4676343,-1,-1,-1,17,734
Волгоградская область,Краснооктябрьский,Краснооктябрьский Волгоградская область,48.8681363,44.75770139999999,31,17,-1,4,761
Свердловская область,Арти,Арти Свердловская область,56.4251035,58.533089,-1,-1,-1,19,78
Краснодарский край,Должанская,Должанская Краснодарский край,46.6446145,37.8054336,-1,-1,-1,9,453
Тюменская область,Юргинское,Юргинское Тюменская область,56.8187266,67.4003409,-1,-1,-1,23,1796
Оренбургская область,Домбаровский,Домбаровский Оренбургская область,50.7610502,59.5331856,-1,-1,-1,14,454
Красноярский край,Кодинск,Кодинск Красноярский край,58.60767269999999,99.1779093,-1,-1,-1,10,699
Волгоградская область,Петров Вал,Петров Вал Волгоградская область,50.1372882,45.2103405,30,16,-1,4,1220
Татарстан,Камское Устье,Камское Устье Татарстан,55.1951751,49.2596936,47,26,14,21,632
Тульская область,Новогуровский,Новогуровский Тульская область,54.46767029999999,37.3384052,9,6,4,22,1058
Краснодарский край,Небуг,Небуг Краснодарский край,44.1728118,39.003195,39,-1,9,9,990
Самарская область,Мирный,Мирный Самарская область,53.5127227,50.2679279,58,36,19,17,948
Свердловская область,Атиг,Атиг Свердловская область,56.6874738,59.42556639999999,-1,38,21,19,90
Новосибирская область,Новолуговое,Новолуговое Новосибирская область,54.9787385,83.11360540000001,27,14,8,12,1071
Ростовская область,Матвеев-Курган,Матвеев-Курган Ростовская область,47.5689833,38.8697014,46,40,9,16,917
Ханты-Мансийский АО,Покачи,Покачи Ханты-Мансийский АО,61.72506439999999,75.3653764,7,5,3,25,1255
Воронежская область,Новохоперск,Новохоперск Воронежская область,51.1013439,41.6225907,36,-1,11,5,1103
Кемеровская область,Бачатский,Бачатский Кемеровская область,54.2823985,86.1099899,25,11,7,8,136
Удмуртия,Селты,Селты Удмуртия,57.30713309999999,52.134271,-1,-1,-1,24,1404
Алтайский край,Красногорское,Красногорское Алтайский край,52.293402,86.185124,-1,-1,-1,0,751
Нижегородская область,Сеченово,Сеченово Нижегородская область,55.2313222,45.8961809,3,2,1,11,1418
Башкортостан,Старобалтачево,Старобалтачево Башкортостан,55.9986743,55.91853829999999,50,28,16,1,1483
Краснодарский край,Веселое,Веселое Краснодарский край,43.405676,39.9998447,33,-1,-1,9,309
Омская область,Саргатское,Саргатское Омская область,55.6084924,73.4882009,12,8,5,13,1377
Воронежская область,Репьевка,Репьевка Воронежская область,51.0828584,38.6406083,-1,-1,11,5,1331
Челябинская область,Чесма,Чесма Челябинская область,53.8050467,60.65300249999999,-1,-1,-1,26,1739
Краснодарский край,Курчанская,Курчанская Краснодарский край,45.2241466,37.5715291,46,41,9,9,826
Краснодарский край,Новоджерелиевская,Новоджерелиевская Краснодарский край,45.7761807,38.6709133,46,41,9,9,1060
Новосибирская область,Краснообск,Краснообск Новосибирская область,54.9191126,82.99031629999999,27,14,8,12,760
Алтайский край,Павловск,Павловск Алтайский край,53.3252012,82.9868108,26,13,8,0,1183
Пермский край,Юсьва,Юсьва Пермский край,58.96325139999999,54.9578479,-1,-1,-1,15,1802
Оренбургская область,Тоцкое Второе,Тоцкое Второе Оренбургская область,52.54219819999999,52.8249047,52,-1,19,14,1595
Краснодарский край,Пшехская,Пшехская Краснодарский край,44.69627240000001,39.8024873,46,41,9,9,1306
Тульская область,Одоев,Одоев Тульская область,53.93849119999999,36.6848996,8,6,4,22,1132
Омская область,Нововаршавка,Нововаршавка Омская область,54.16945219999999,74.69324999999999,12,8,5,13,1054
Пермский край,Березовка,Березовка Пермский край,57.60574809999999,57.31805319999999,40,23,12,15,165
Свердловская область,Сосьва,Сосьва Свердловская область,59.1557245,61.83809989999999,-1,-1,-1,19,1464
Пермский край,Уинское,Уинское Пермский край,56.88135639999999,56.570105,-1,-1,-1,15,1639
Ставропольский край,Пятигорский,Пятигорский Ставропольский край,44.04989330000001,43.039636,46,39,9,20,1311
Удмуртия,Кильмезь,Кильмезь Удмуртия,57.011556,51.344418,-1,-1,-1,24,676
Свердловская область,Черноисточинск,Черноисточинск Свердловская область,57.7388133,59.8716793,60,37,21,19,1729
Оренбургская область,Адамовка,Адамовка Оренбургская область,51.5217605,59.9418677,20,-1,-1,14,14
Свердловская область,Михайловск,Михайловск Свердловская область,56.4399654,59.12208460000001,-1,-1,21,19,954
Ставропольский край,Казьминское,Казьминское Ставропольский край,44.5873331,41.6772201,46,44,9,20,609
Удмуртия,Киясово,Киясово Удмуртия,56.340018,53.119622,53,31,18,24,690
Краснодарский край,Старонижестеблиевская,Старонижестеблиевская Краснодарский край,45.375295,38.4362196,46,41,9,9,1494
Воронежская область,Рамонь,Рамонь Воронежская область,51.90530529999999,39.3331623,38,22,11,5,1321
Краснодарский край,Мысхако,Мысхако Краснодарский край,44.66029090000001,37.7480908,46,41,9,9,980
Удмуртия,Балезино,Балезино Удмуртия,57.9701389,53.004901,-1,-1,-1,24,123
Нижегородская область,Юганец,Юганец Нижегородская область,56.2511959,43.2315804,3,2,1,11,1786
Тюменская область,Новая Заимка,Новая Заимка Тюменская область,56.4813972,66.9280943,-1,-1,-1,23,1035
Пермский край,Сылва,Сылва Пермский край,58.032417,56.7418097,-1,23,12,15,1532
Белгородская область,Головчино,Головчино Белгородская область,50.5414043,35.810403,35,20,10,2,379
Ростовская область,Боковская,Боковская Ростовская область,49.2235697,41.8366361,-1,-1,-1,16,202
Тульская область,Волово,Волово Тульская область,53.55834950000001,38.0075807,9,6,4,22,331
Омская область,Шербакуль,Шербакуль Омская область,54.63356289999999,72.40163609999999,12,8,5,13,1770
Алтайский край,Боровиха,Боровиха Алтайский край,53.50378569999999,83.8402581,26,13,8,0,235
Краснодарский край,Раздольная,Раздольная Краснодарский край,45.3775828,39.5559412,46,41,9,9,1318
Тюменская область,Ярково,Ярково Тюменская область,57.40256910000001,67.0751949,-1,-1,-1,23,1813
Челябинская область,Тургояк,Тургояк Челябинская область,55.166582,60.0605924,62,30,20,26,1614
Кемеровская область,Крапивинский,Крапивинский Кемеровская область,55.0014514,86.7856288,-1,11,7,8,736
Волгоградская область,Краснослободск,Краснослободск Волгоградская область,48.7034157,44.57445939999999,31,17,-1,4,763
Краснодарский край,Ольгинская,Ольгинская Краснодарский край,45.9430527,38.545404,46,41,9,9,1152
Нижегородская область,Вознесенское,Вознесенское Нижегородская область,54.8948642,42.77179659999999,3,2,1,11,325
Башкортостан,Кармаскалы,Кармаскалы Башкортостан,54.3673984,56.1746906,50,28,16,1,655
Нижегородская область,Спасское,Спасское Нижегородская область,55.8583684,45.6909172,3,2,1,11,1467
Челябинская область,Канашево,Канашево Челябинская область,55.2087523,62.06366079999999,-1,30,20,26,636
Оренбургская область,Александровка,Александровка Оренбургская область,52.680363,54.414249,-1,-1,-1,14,34
Ставропольский край,Труновское,Труновское Ставропольский край,45.478943,42.1414011,46,-1,9,20,1605
Иркутская область,Тельма,Тельма Иркутская область,52.6938018,103.7227886,4,3,2,6,1563
Омская область,Таврическое,Таврическое Омская область,54.5859873,73.6386612,12,8,5,13,1538
Нижегородская область,Ильиногорск,Ильиногорск Нижегородская область,56.22856840000001,42.98346919999999,3,2,1,11,573
Нижегородская область,Ворсма,Ворсма Нижегородская область,55.9864112,43.2706711,3,2,1,11,344
Самарская область,Тимашево,Тимашево Самарская область,53.3495433,51.1738285,58,36,19,17,1575
Башкортостан,Бакалы,Бакалы Башкортостан,55.1740642,53.7936631,-1,-1,-1,1,114
Кемеровская область,Верх-Чебула,Верх-Чебула Кемеровская область,56.029946,87.6191013,14,9,6,8,289
Волгоградская область,Быково,Быково Волгоградская область,49.766008,45.3908772,30,16,-1,4,263
Воронежская область,Пески,Пески Воронежская область,51.2544844,42.4606504,36,-1,11,5,1215
Новосибирская область,Чулым,Чулым Новосибирская область,55.1015144,80.96987519999999,-1,-1,-1,12,1746
Краснодарский край,Смоленская,Смоленская Краснодарский край,44.7891553,38.8019542,46,41,9,9,1433
Челябинская область,Сим,Сим Челябинская область,54.9896116,57.6874206,-1,30,20,26,1423
Башкортостан,Бижбуляк,Бижбуляк Башкортостан,53.695696,54.276083,56,34,18,1,177
Ставропольский край,Юца,Юца Ставропольский край,43.95824169999999,43.0153218,46,39,9,20,1803
Ханты-Мансийский АО,Октябрьское,Октябрьское Ханты-Мансийский АО,62.46270680000001,66.0407137,5,4,-1,25,1150
Владимирская область,Никологоры,Никологоры Владимирская область,56.1387941,41.9940184,3,2,1,3,1032
Самарская область,Усть-Кинельский,Усть-Кинельский Самарская область,53.26853029999999,50.5724437,58,36,19,17,1667
Тюменская область,Сумкино,Сумкино Тюменская область,58.1105755,68.3324493,10,-1,-1,23,1520
Тульская область,Октябрьский,Октябрьский Тульская область,53.9608961,37.9859662,9,6,4,22,1147
Оренбургская область,Асекеево,Асекеево Оренбургская область,53.574846,52.8129,-1,-1,-1,14,86
Новосибирская область,Здвинск,Здвинск Новосибирская область,54.7025484,78.6818797,-1,-1,-1,12,533
Пермский край,Карагай,Карагай Пермский край,58.263232,54.9326774,42,23,12,15,647
Краснодарский край,Спокойная,Спокойная Краснодарский край,44.2476906,41.3941062,46,-1,9,9,1470
Самарская область,Смышляевка,Смышляевка Самарская область,53.24861019999999,50.3923713,58,36,19,17,1435
Алтайский край,Целинное,Целинное Алтайский край,53.0803781,85.6747154,22,12,8,0,1701
Башкортостан,Толбазы,Толбазы Башкортостан,54.0114023,55.8925281,-1,-1,-1,1,1587
Свердловская область,Еланский,Еланский Свердловская область,56.8382496,62.50792149999999,-1,-1,-1,19,480
Пермский край,Кондратово,Кондратово Пермский край,57.9781031,56.1061466,43,23,12,15,712
Башкортостан,Архангельское,Архангельское Башкортостан,54.4069375,56.783296,-1,-1,-1,1,81
Воронежская область,Девица,Девица Воронежская область,51.64260969999999,38.9475522,38,22,11,5,434
Краснодарский край,Некрасовская,Некрасовская Краснодарский край,45.1457868,39.7542189,46,41,9,9,997
Тульская область,Липки,Липки Тульская область,53.9454761,37.7001984,9,6,4,22,867
Ярославская область,Борисоглебский,Борисоглебский Ярославская область,57.255917,39.1518325,3,2,1,27,234
Воронежская область,Хохол,Хохол Воронежская область,51.5725261,38.75406,38,22,11,5,1694
Краснодарский край,Вышестеблиевская,Вышестеблиевская Краснодарский край,45.19209530000001,36.9938916,46,41,9,9,356
Краснодарский край,Темиргоевская,Темиргоевская Краснодарский край,45.1099574,40.29506990000001,46,-1,9,9,1566
Башкортостан,Мраково,Мраково Башкортостан,52.7197244,56.6225469,-1,-1,-1,1,970
Самарская область,Шигоны,Шигоны Самарская область,53.3886793,48.6747194,57,35,19,17,1772
Алтайский край,Солтон,Солтон Алтайский край,52.84143,86.472988,-1,-1,-1,0,1457
Алтайский край,Благовещенка,Благовещенка Алтайский край,52.8340622,79.86958899999999,-1,-1,-1,0,184
Новосибирская область,Каргат,Каргат Новосибирская область,55.19873310000001,80.28352249999999,-1,-1,-1,12,653
Иркутская область,Бирюсинск,Бирюсинск Иркутская область,55.96459540000001,97.81153119999999,-1,9,6,6,181
Свердловская область,Троицкий,Троицкий Свердловская область,57.06757769999999,63.7473446,41,24,13,19,1601
Башкортостан,Верхнеяркеево,Верхнеяркеево Башкортостан,55.4504546,54.3074796,51,29,17,1,294
Краснодарский край,Кисляковская,Кисляковская Краснодарский край,46.4482967,39.6777217,46,-1,9,9,689
Алтайский край,Кулунда,Кулунда Алтайский край,52.5599728,78.9296701,19,-1,-1,0,812
Самарская область,Сергиевск,Сергиевск Самарская область,53.9490761,51.16768099999999,54,32,18,17,1415
Челябинская область,Нязепетровск,Нязепетровск Челябинская область,56.05075249999999,59.5980666,-1,-1,-1,26,1123
Краснодарский край,Октябрьская,Октябрьская Краснодарский край,46.2813143,39.80620150000001,46,44,9,9,1140
Оренбургская область,Новоорск,Новоорск Оренбургская область,51.3833046,58.9769955,21,-1,-1,14,1081
Владимирская область,Городищи,Городищи Владимирская область,55.8676656,39.0855114,3,2,1,3,394
Волгоградская область,Преображенская,Преображенская Волгоградская область,50.7369377,43.03930949999999,-1,-1,-1,4,1278
Омская область,Усть-Ишим,Усть-Ишим Омская область,57.69259599999999,71.167194,-1,-1,-1,13,1663
Ставропольский край,Пелагиада,Пелагиада Ставропольский край,45.2107299,42.0094203,46,43,9,20,1196
Ставропольский край,Свободы,Свободы Ставропольский край,44.0245413,43.0521645,46,39,9,20,1393
Ростовская область,Маньково-Калитвенское,Маньково-Калитвенское Ростовская область,49.3989225,40.2745871,-1,-1,9,16,906
Краснодарский край,Попутная,Попутная Краснодарский край,44.396667,41.52638890000001,46,-1,9,9,1268
Свердловская область,Бобровский,Бобровский Свердловская область,56.6786624,60.9665337,65,38,21,19,190
Краснодарский край,Новолеушковская,Новолеушковская Краснодарский край,45.998601,39.994959,46,44,9,9,1070
Пермский край,Юго-Камский,Юго-Камский Пермский край,57.7019215,55.58325689999999,43,23,12,15,1787
Оренбургская область,Светлый,Светлый Оренбургская область,50.8202378,60.85156000000001,-1,-1,-1,14,1388
Белгородская область,Бессоновка,Бессоновка Белгородская область,50.5317969,36.2954309,35,20,10,2,173
Тюменская область,Сладково,Сладково Тюменская область,55.52964350000001,70.35197149999999,-1,-1,-1,23,1430
Ростовская область,Дубовское,Дубовское Ростовская область,47.4067247,42.7702633,-1,-1,-1,16,468
Свердловская область,Цементный,Цементный Свердловская область,57.4776558,60.15150439999999,60,37,21,19,1702
Свердловская область,Верхнее Дуброво,Верхнее Дуброво Свердловская область,56.7519036,61.0369962,65,38,21,19,291
Алтайский край,Сибирский,Сибирский Алтайский край,53.5575826,83.8397706,26,13,8,0,1420
Краснодарский край,Гостагаевская,Гостагаевская Краснодарский край,45.0206335,37.5017499,46,41,9,9,399
Ставропольский край,Ясная Поляна,Ясная Поляна Ставропольский край,44.0201916,42.7591274,46,39,9,20,1818
Башкортостан,Прибельский,Прибельский Башкортостан,54.3659706,56.438192,50,28,16,1,1280
Свердловская область,Нижние Серги,Нижние Серги Свердловская область,56.6626602,59.30001979999999,-1,38,21,19,1014
Омская область,Большегривское,Большегривское Омская область,53.916667,74.91666699999999,12,8,5,13,215
Тюменская область,Вагай,Вагай Тюменская область,57.9341825,69.01074059999999,10,-1,-1,23,267
Новосибирская область,Купино,Купино Новосибирская область,54.368612,77.295878,12,8,5,12,817
Саратовская область,Питерка,Питерка Саратовская область,50.6760886,47.4371845,-1,-1,-1,18,1235
Тульская область,Сокольники,Сокольники Тульская область,54.0701543,38.48018649999999,9,6,4,22,1448
Тульская область,Арсеньево,Арсеньево Тульская область,53.7386771,36.6626846,8,6,4,22,75
Иркутская область,Усть-Ордынский,Усть-Ордынский Иркутская область,52.8077256,104.7350371,4,3,2,6,1671
Краснодарский край,Новоплатнировская,Новоплатнировская Краснодарский край,46.1127605,39.4206952,46,44,9,9,1083
Ставропольский край,Новоблагодарное,Новоблагодарное Ставропольский край,44.14011319999999,42.875707,46,39,9,20,1053
Омская область,Новоомский,Новоомский Омская область,54.8406466,73.29993360000002,12,8,5,13,1080
Башкортостан,Акъяр,Акъяр Башкортостан,51.8592453,58.20968440000001,21,-1,-1,1,27
Нижегородская область,Княгинино,Княгинино Нижегородская область,55.8220827,45.0303408,3,2,1,11,694
Ростовская область,Кировская,Кировская Ростовская область,46.980524,40.04367939999999,46,-1,9,16,685
Тульская область,Советск,Советск Тульская область,53.9369342,37.63689189999999,9,6,4,22,1439
Омская область,Тевриз,Тевриз Омская область,57.512722,72.40078,-1,-1,-1,13,1562
Ставропольский край,Ладовская Балка,Ладовская Балка Ставропольский край,45.6293491,41.40739980000001,46,-1,9,20,839
Пермский край,Орда,Орда Пермский край,57.1928469,56.9199638,40,23,12,15,1159
Иркутская область,Алзамай,Алзамай Иркутская область,55.5579234,98.6569345,-1,-1,-1,6,47
Башкортостан,Дуван,Дуван Башкортостан,55.6943705,57.894923,-1,-1,-1,1,470
Оренбургская область,Акбулак,Акбулак Оренбургская область,51.0018209,55.630588,-1,-1,-1,14,21
Пермский край,Оверята,Оверята Пермский край,58.08196749999999,55.8727412,43,23,12,15,1128
Свердловская область,Шаля,Шаля Свердловская область,57.2567489,58.73263170000001,-1,-1,-1,19,1752
Ростовская область,Шолоховский,Шолоховский Ростовская область,48.275411,41.0462502,44,-1,9,16,1776
Иркутская область,Новобирюсинский,Новобирюсинский Иркутская область,56.9568013,97.7357959,-1,9,6,6,1052
Калининградская область,Славск,Славск Калининградская область,55.045091,21.6727057,0,0,0,7,1428
Тюменская область,Аромашево,Аромашево Тюменская область,56.8621905,68.64379199999999,-1,-1,-1,23,73
Нижегородская область,Буревестник,Буревестник Нижегородская область,56.7559443,43.3668672,3,2,1,11,256
Самарская область,Подбельск,Подбельск Самарская область,53.609123,51.8226449,-1,-1,-1,17,1244
Краснодарский край,Калниболотская,Калниболотская Краснодарский край,46.0118783,40.4460441,46,-1,9,9,618
Нижегородская область,Пильна,Пильна Нижегородская область,55.5571972,45.9189433,3,2,1,11,1230
Воронежская область,Каменка,Каменка Воронежская область,50.7078429,39.4306106,38,22,11,5,625
Краснодарский край,Кавказская,Кавказская Краснодарский край,45.4414893,40.6703827,46,44,9,9,600
Свердловская область,Шабры,Шабры Свердловская область,56.6409099,60.58007379999999,65,38,21,19,1750
Краснодарский край,Марьянская,Марьянская Краснодарский край,45.1011704,38.6290705,46,41,9,9,914
Пермский край,Елово,Елово Пермский край,57.04733299999999,54.9409929,-1,-1,-1,15,486
Краснодарский край,Гривенская,Гривенская Краснодарский край,45.6446494,38.1651985,46,-1,9,9,411
Свердловская область,Дружинино,Дружинино Свердловская область,56.7872856,59.51894480000001,-1,38,21,19,462
Ростовская область,Милютинская,Милютинская Ростовская область,48.6222146,41.6788415,-1,-1,-1,16,943
Тульская область,Хрущево,Хрущево Тульская область,54.2305607,37.5303821,9,6,4,22,1698
Алтайский край,Зудилово,Зудилово Алтайский край,53.4851134,83.8885124,26,13,8,0,552
Иркутская область,Бохан,Бохан Иркутская область,53.153491,103.7773727,4,3,2,6,240
Ярославская область,Брейтово,Брейтово Ярославская область,58.2932614,37.8709306,3,2,1,27,243
Свердловская область,Новоуткинск,Новоуткинск Свердловская область,56.99604549999999,59.55497519999999,-1,38,21,19,1102
Челябинская область,Первомайский,Первомайский Челябинская область,54.8713556,61.1717409,61,30,20,26,1202
